Type,Age,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt
2,1,289,1,5,2,1,2,1,2,1,1,0,41326,0,6
1,5,17,1,1,1,2,1,1,2,1,2,0,41401,0,1
1,2,307,1,7,2,1,1,1,2,1,1,0,41326,0,1
2,12,266,2,7,2,1,1,1,1,1,1,0,41401,0,2
2,4,265,1,1,2,2,1,1,1,1,1,300,41327,0,11
2,4,266,2,1,1,1,1,1,2,1,2,0,41326,0,8
2,2,264,2,1,3,3,2,1,3,1,1,0,41326,0,3
1,2,307,2,2,2,2,3,3,3,1,1,0,41326,0,4
1,3,307,1,2,2,1,2,2,2,1,1,0,41326,0,3
2,4,266,2,2,2,1,1,1,2,1,1,0,41326,0,1
2,1,265,3,1,1,2,2,2,2,1,5,0,41326,0,1
2,2,266,3,5,1,1,2,2,2,1,4,0,41401,0,4
1,4,307,2,1,2,2,1,1,1,1,1,0,41401,0,1
1,4,103,2,1,2,2,1,1,1,1,1,0,41326,0,2
1,2,307,2,1,2,2,2,1,2,1,1,1,41330,0,2
1,2,307,2,1,1,1,2,2,2,1,1,0,41326,0,2
1,3,239,1,2,2,1,3,3,2,1,1,0,41326,0,1
2,5,266,1,4,1,1,2,2,2,1,1,0,41326,0,4
2,12,265,2,1,2,2,3,3,2,1,2,0,41401,0,8
2,1,266,1,1,2,1,2,2,2,1,1,0,41326,0,1
2,4,266,2,3,2,1,1,1,1,1,1,100,41326,0,2
1,2,307,2,2,2,2,1,1,2,1,1,0,41326,0,1
2,2,266,1,1,2,1,1,1,2,1,1,150,41336,0,4
2,26,266,3,1,1,1,2,2,1,1,4,0,41326,0,12
2,2,265,1,1,1,2,2,2,2,1,1,0,41326,0,5
2,1,266,3,2,2,1,1,1,2,1,4,0,41327,0,4
2,0,265,1,1,2,2,2,2,2,2,1,0,41401,0,4
1,1,307,2,1,2,2,2,2,2,1,1,0,41327,0,2
2,8,292,1,2,3,1,2,2,2,1,1,0,41401,0,4
1,87,205,2,2,1,3,3,3,3,2,1,0,41325,0,1
1,24,307,3,1,2,1,2,2,1,1,2,0,41326,0,2
1,5,307,2,1,2,2,2,2,2,1,1,0,41327,0,13
1,6,307,1,1,3,1,1,1,2,1,1,100,41332,0,4
2,1,266,1,1,1,1,2,2,2,1,1,0,41326,0,4
2,4,266,2,1,2,1,3,3,2,1,1,100,41401,0,1
1,144,76,1,1,3,1,1,1,2,2,1,0,41326,0,0
1,2,307,2,2,2,2,2,1,2,1,1,0,41401,0,1
2,36,265,2,1,2,2,1,1,1,1,1,0,41326,0,3
2,1,265,1,3,3,2,2,2,2,1,1,0,41326,0,3
2,2,266,1,6,2,1,1,1,2,1,1,0,41401,0,3
1,15,307,2,2,2,1,2,1,2,1,1,0,41326,0,4
2,4,254,2,1,2,1,1,1,2,1,1,0,41326,0,4
1,2,218,1,1,2,1,2,2,2,1,1,0,41326,0,1
2,3,266,2,1,3,1,1,1,2,1,1,0,41401,0,2
2,6,266,2,2,2,1,1,1,1,1,1,0,41326,0,3
1,1,307,2,1,2,1,2,2,2,1,1,0,41401,0,1
1,4,307,1,2,2,1,1,1,2,1,1,150,41401,0,8
1,12,128,2,7,1,1,1,1,3,1,1,0,41326,0,2
1,3,307,1,1,2,1,2,1,2,1,1,0,41326,0,2
1,60,307,1,1,2,1,3,3,3,1,1,0,41401,0,3
2,1,265,1,1,1,1,2,1,2,1,1,0,41326,1,13
2,6,266,1,1,2,1,2,1,2,1,1,30,41326,0,5
1,12,307,1,5,1,2,1,1,1,1,1,100,41332,0,3
1,3,39,2,1,2,1,2,2,2,1,1,0,41326,0,5
1,1,78,1,1,2,1,3,3,2,1,1,0,41326,0,7
2,1,266,3,1,1,1,2,2,2,1,4,0,41401,0,4
1,2,307,1,2,2,1,2,1,1,1,1,0,41401,0,6
1,8,307,1,1,2,1,2,2,2,1,1,0,41327,0,1
1,12,307,1,1,1,1,1,1,2,1,1,0,41401,0,6
1,5,307,2,1,3,1,1,1,2,1,1,0,41326,0,3
2,1,266,3,4,1,1,2,2,2,1,5,0,41336,0,5
1,7,307,1,1,2,2,1,1,2,1,1,0,41336,0,0
1,3,307,1,1,2,2,2,2,2,1,1,0,41326,0,2
2,2,266,1,1,1,2,2,1,3,1,1,0,41401,0,2
2,1,266,1,4,1,1,2,1,2,1,1,0,41326,0,2
1,1,307,2,1,2,2,2,2,2,1,1,0,41330,0,3
2,12,304,2,5,2,3,1,1,1,1,1,0,41326,0,5
2,1,266,1,6,1,1,2,1,2,1,1,0,41401,0,3
1,1,70,2,2,2,1,2,2,2,1,1,0,41326,0,8
1,72,78,2,1,3,1,1,1,1,1,1,0,41326,0,2
1,2,39,2,1,2,3,1,1,1,1,1,0,41330,0,1
1,48,179,2,2,1,2,1,1,1,1,1,0,41401,0,3
1,4,307,2,2,2,1,1,1,2,1,1,0,41326,0,2
1,84,213,2,7,2,2,1,1,1,1,1,0,41326,0,7
1,5,307,2,2,2,2,1,1,1,1,1,0,41330,0,1
2,3,266,2,6,1,1,2,1,2,2,1,0,41326,0,8
1,1,307,2,1,3,1,1,1,2,1,1,0,41326,0,1
2,7,266,2,2,2,1,2,1,1,1,1,0,41326,0,3
1,60,307,1,1,2,1,1,1,1,1,1,0,41326,0,3
2,2,266,1,1,1,2,2,1,2,1,1,0,41330,0,1
2,12,292,1,1,2,2,3,1,2,1,1,100,41326,0,4
1,12,307,1,2,2,1,1,1,1,1,1,0,41401,0,3
1,2,307,2,1,2,2,2,2,2,1,1,0,41326,0,1
1,4,307,1,1,2,1,3,3,3,1,1,0,41401,0,2
1,1,75,3,1,1,2,3,3,3,1,6,0,41327,0,2
2,3,266,1,4,2,1,2,1,2,1,1,0,41326,0,11
1,2,307,1,2,2,1,3,3,2,1,1,0,41326,0,3
2,0,266,2,2,1,1,1,1,1,1,1,50,41401,0,2
2,14,266,1,3,2,1,1,1,1,1,2,0,41401,0,10
1,1,307,3,1,3,1,2,2,2,1,8,0,41326,0,4
1,2,307,2,1,2,1,3,3,2,1,1,0,41326,0,1
1,1,307,1,1,3,2,1,1,2,1,1,0,41326,0,4
2,8,265,1,7,2,2,2,1,2,1,1,0,41401,0,5
2,3,265,2,1,2,2,2,2,2,1,2,0,41401,0,8
1,2,307,2,1,1,1,3,3,3,1,3,0,41326,0,1
1,24,179,1,7,2,1,1,1,3,1,1,0,41326,0,5
2,1,266,3,4,1,1,2,1,2,1,3,0,41401,0,0
1,0,307,2,1,2,1,3,3,3,3,1,0,41401,0,1
2,2,264,1,4,1,2,2,2,2,1,2,0,41361,0,2
1,2,307,2,4,2,2,2,1,2,1,1,0,41330,0,1
1,3,307,2,2,2,1,1,1,2,1,1,0,41401,1,3
1,2,307,2,2,2,3,1,1,2,1,1,0,41326,0,1
2,1,266,1,1,1,1,2,3,3,1,5,5,41401,0,4
1,2,307,2,2,2,1,2,1,2,1,1,0,41326,0,1
2,0,299,3,6,2,1,2,2,2,1,5,0,41326,0,5
2,3,285,2,7,1,3,2,2,2,1,1,200,41324,0,4
2,6,299,2,1,2,1,2,2,2,1,1,0,41326,0,8
1,48,178,1,3,1,2,1,1,2,1,1,0,41401,0,1
1,12,307,2,2,2,1,3,3,3,1,1,0,41324,0,1
2,24,266,2,7,2,1,1,1,1,1,1,100,41401,0,2
1,1,307,2,5,1,1,2,2,2,1,1,0,41326,0,1
1,12,205,1,1,2,1,1,1,2,1,1,0,41330,0,1
1,2,307,2,1,2,1,1,1,2,1,1,0,41326,0,5
1,60,132,2,1,2,1,3,3,3,1,1,0,41401,0,2
2,3,265,2,2,1,2,2,2,2,1,3,0,41326,0,9
1,2,307,2,1,2,1,1,1,2,1,3,0,41336,0,13
1,1,307,1,2,2,2,2,1,2,1,1,0,41326,0,5
1,1,218,2,2,2,1,2,1,2,1,1,0,41326,0,2
1,1,307,1,1,2,1,2,2,2,1,1,0,41326,0,1
1,4,307,2,1,2,1,1,2,2,1,1,0,41332,0,2
2,7,266,3,1,2,1,2,2,2,1,6,0,41326,0,10
1,6,307,2,2,3,1,1,1,1,1,2,0,41326,0,6
2,3,265,1,2,1,2,2,1,2,1,1,0,41325,0,5
1,3,307,2,2,2,1,2,1,2,1,1,0,41336,0,3
2,3,265,1,4,1,2,2,2,2,1,1,0,41401,0,4
2,3,266,1,1,2,1,1,1,2,1,2,0,41326,0,11
2,1,266,1,1,2,1,2,1,2,1,1,0,41326,0,6
1,6,307,1,6,2,1,3,3,3,1,1,0,41330,0,0
2,84,266,1,2,2,1,1,1,1,1,1,0,41326,0,2
2,4,266,2,4,1,1,3,1,2,1,1,0,41401,0,8
1,2,307,3,2,1,1,2,2,2,1,9,0,41401,0,1
1,1,307,2,1,2,2,2,2,3,1,4,0,41326,0,5
2,9,299,2,2,1,1,1,1,1,1,1,0,41401,0,3
2,6,264,1,4,2,2,3,1,2,1,1,30,41326,0,2
1,2,307,2,1,2,1,2,1,2,1,1,100,41326,1,8
2,3,266,3,1,2,1,2,2,2,1,3,0,41326,0,0
1,1,307,2,1,1,2,2,2,2,1,1,0,41335,0,6
1,1,307,3,1,2,1,2,2,2,1,11,0,41401,0,5
2,3,292,3,1,1,2,2,2,2,1,4,50,41326,0,1
1,36,307,2,2,3,2,1,1,1,1,1,0,41326,0,10
1,3,307,1,1,2,1,1,1,2,1,1,0,41326,0,7
1,72,213,2,7,2,2,1,1,2,1,1,0,41326,0,3
1,3,307,2,2,2,2,3,3,3,1,1,0,41401,0,2
1,2,307,2,2,1,1,1,1,1,1,1,0,41326,0,4
1,18,152,2,1,2,1,1,1,1,1,1,0,41326,0,11
1,18,218,2,1,2,3,1,1,1,1,1,300,41326,0,2
1,4,307,2,2,2,1,2,1,1,1,1,150,41326,4,6
1,3,128,2,1,2,2,1,1,2,1,1,0,41326,2,8
2,3,299,2,1,1,1,2,1,2,1,1,0,41336,0,1
1,14,307,2,2,1,1,1,1,1,1,1,80,41326,0,3
1,117,205,2,1,2,2,1,1,1,1,1,0,41327,0,3
1,2,307,2,1,2,2,1,1,2,1,1,0,41326,0,3
1,1,307,1,1,2,1,2,2,2,1,1,50,41326,2,4
2,5,266,1,1,2,1,1,1,1,1,1,0,41326,0,4
1,12,307,2,1,2,1,1,1,1,1,1,0,41401,0,2
1,2,307,1,1,2,2,2,2,2,1,2,0,41327,0,18
2,4,265,1,6,2,2,2,2,2,1,1,0,41326,0,3
1,2,307,2,1,2,2,2,2,2,1,8,0,41342,0,8
1,3,213,2,1,2,2,3,3,2,1,1,0,41326,0,9
1,48,147,1,7,2,2,1,1,1,1,1,300,41401,0,1
1,7,128,2,2,2,1,1,1,1,1,1,0,41401,0,9
1,5,141,2,3,2,1,2,1,1,1,1,0,41326,0,2
2,4,266,2,1,1,1,2,1,2,1,1,0,41401,0,6
2,2,254,3,1,2,1,2,1,2,1,2,0,41326,1,2
2,1,265,3,4,2,3,3,3,3,1,4,0,41332,0,6
2,12,264,1,1,1,3,1,1,1,1,1,0,41401,0,3
1,24,307,2,1,2,1,1,1,1,1,1,50,41326,0,2
1,5,178,1,2,1,2,1,1,2,1,1,500,41326,0,2
2,2,266,1,1,2,1,2,3,2,1,1,0,41401,0,3
2,2,265,1,3,2,2,2,1,2,2,1,0,41332,1,3
2,23,266,3,1,2,1,2,1,1,1,3,100,41326,0,11
2,4,266,1,1,2,1,2,2,2,1,3,0,41326,0,6
2,11,260,1,1,3,2,3,1,2,1,1,0,41326,0,5
1,2,307,1,7,2,1,2,1,2,1,1,0,41326,0,1
2,0,243,3,2,1,1,2,2,2,1,3,0,41326,0,1
2,2,285,1,7,2,3,2,1,2,1,1,100,41326,0,5
1,6,307,2,2,2,2,2,1,2,1,1,0,41326,0,5
1,12,307,2,1,1,2,1,1,1,1,1,0,41401,0,1
1,2,307,2,5,2,1,3,3,2,1,1,0,41326,0,3
1,6,179,1,2,2,2,1,1,2,2,1,0,41330,0,2
1,16,307,1,5,2,1,1,1,1,1,1,0,41326,0,4
1,48,152,2,1,1,2,3,2,3,1,1,0,41326,0,3
1,32,178,1,2,2,2,1,1,1,1,1,0,41326,0,2
2,0,299,1,2,2,2,2,2,2,1,1,0,41326,0,4
1,36,307,2,3,2,1,1,1,1,1,1,250,41326,3,30
2,24,282,3,1,2,2,2,2,3,1,20,100,41326,0,1
1,48,307,1,2,2,1,3,3,3,1,1,0,41326,0,1
2,3,266,3,2,2,1,2,1,2,1,2,0,41401,0,3
2,2,266,1,2,2,2,2,2,2,1,1,0,41326,0,3
2,0,266,2,1,1,1,2,2,2,1,1,0,41326,0,3
1,48,152,2,1,2,1,1,1,1,1,1,0,41401,0,3
2,36,266,1,1,2,2,3,3,3,1,1,0,41401,0,2
1,15,109,2,3,2,1,3,1,3,1,1,0,41327,0,3
2,12,266,1,7,2,1,2,1,2,1,1,0,41327,0,2
1,1,307,3,1,2,1,3,3,2,1,8,0,41326,0,7
1,2,307,1,1,2,2,2,2,2,1,1,20,41327,0,1
1,48,109,3,3,3,3,1,1,2,1,2,0,41401,0,3
1,7,307,1,5,2,1,1,1,1,1,1,0,41330,0,8
1,12,307,2,1,1,2,3,3,2,1,1,0,41401,0,0
1,9,307,1,2,2,1,2,2,2,1,1,0,41326,0,6
2,5,299,2,1,1,1,1,1,2,1,1,0,41401,0,3
1,0,307,3,1,1,1,2,2,2,1,9,0,41326,0,4
1,48,307,1,2,2,2,1,1,1,2,1,0,41401,0,2
1,12,307,1,1,2,1,2,2,2,1,1,0,41326,0,1
1,85,141,1,5,2,1,1,1,2,1,1,0,41326,0,8
2,2,283,3,1,1,1,3,3,3,1,3,0,41401,0,2
2,7,265,2,1,2,2,1,1,2,1,1,0,41326,0,3
1,36,307,1,2,2,1,1,1,1,1,2,0,41326,0,3
2,4,247,1,7,2,2,2,2,2,1,2,100,41326,0,2
2,3,266,3,1,1,1,2,2,2,1,4,0,41326,0,3
1,2,307,2,3,2,1,2,2,2,1,1,20,41327,0,1
1,12,307,1,1,2,1,3,3,3,1,2,0,41401,0,3
2,3,266,2,1,2,1,1,3,2,1,1,0,41326,1,5
2,2,266,2,6,2,1,1,1,2,1,1,0,41401,0,2
2,2,266,2,2,3,1,2,2,2,1,3,0,41326,0,5
1,9,307,1,2,2,2,1,1,1,1,1,0,41325,0,5
2,6,254,2,1,1,1,1,1,1,2,2,0,41326,0,3
2,24,265,1,1,2,2,2,2,2,1,1,0,41326,0,4
1,24,307,2,5,2,2,1,1,1,1,1,0,41401,0,2
1,23,179,2,5,2,2,1,1,2,2,1,0,41326,0,0
2,21,283,3,1,2,1,1,1,1,1,2,0,41401,0,2
1,1,307,1,1,2,1,3,3,2,1,1,0,41326,0,5
2,3,266,1,1,2,2,2,1,2,1,1,0,41326,0,1
2,0,265,3,1,1,2,2,2,2,1,3,0,41326,0,7
2,29,266,1,1,2,1,1,1,1,1,1,90,41401,0,11
2,2,265,2,1,2,2,2,1,2,1,1,50,41326,0,5
1,1,307,1,1,2,2,2,2,2,2,1,0,41327,0,5
1,72,307,2,1,2,3,1,1,1,1,1,0,41326,6,24
1,36,109,1,3,2,2,1,1,3,1,1,0,41332,0,2
2,12,266,1,6,2,1,2,2,2,1,1,0,41326,0,1
1,20,307,2,1,2,1,1,1,1,1,1,0,41326,0,1
1,1,307,1,1,2,1,2,1,2,1,1,0,41326,0,2
1,2,307,1,2,1,2,2,2,2,1,1,150,41326,1,5
1,2,307,2,2,2,1,2,1,2,1,1,0,41327,1,6
2,5,299,2,2,1,1,2,2,2,1,1,0,41326,0,2
1,14,307,1,3,3,2,1,1,1,1,1,0,41332,0,2
2,4,266,1,4,2,1,1,1,1,1,1,100,41401,0,4
1,72,307,2,1,2,1,1,1,2,1,2,0,41336,0,5
2,5,266,1,1,2,1,1,1,1,1,1,100,41401,0,1
2,2,266,1,1,2,1,2,2,2,1,1,0,41326,0,0
2,2,266,1,1,1,1,2,1,2,1,1,0,41401,0,12
2,11,266,3,1,2,1,3,3,2,1,14,0,41401,0,3
1,56,205,1,1,1,1,1,1,2,1,1,0,41401,0,2
2,15,265,1,3,2,2,1,1,2,1,1,0,41336,0,3
2,1,265,2,1,2,2,2,2,2,1,2,0,41326,0,16
1,2,307,2,5,2,1,2,1,2,1,1,0,41327,0,1
2,1,266,3,1,1,1,2,2,2,1,4,0,41326,0,4
2,1,266,2,2,2,1,2,1,2,1,1,0,41326,0,9
1,2,307,2,1,2,1,2,2,2,1,1,0,41326,0,4
2,4,266,3,1,2,1,1,1,2,1,4,0,41401,0,9
1,17,307,3,1,2,1,2,2,2,1,4,0,41326,0,5
2,6,265,1,3,2,2,2,2,2,1,1,50,41326,0,5
2,17,266,1,4,2,1,1,1,2,1,1,0,41401,0,5
2,1,266,3,5,2,2,2,2,2,1,3,0,41326,0,23
1,3,307,2,1,2,2,2,1,2,1,1,0,41326,0,5
1,5,141,2,5,2,1,1,1,1,1,1,0,41401,0,5
2,4,266,1,4,1,1,1,1,3,1,1,0,41401,0,5
1,10,76,2,1,2,1,1,1,1,1,1,100,41326,0,8
1,1,307,2,2,2,1,2,2,2,1,1,0,41330,0,1
1,1,307,2,1,2,2,3,3,2,1,1,0,41326,0,4
1,3,307,1,1,2,1,2,1,2,1,1,150,41326,0,3
2,2,266,1,6,1,1,2,1,2,2,1,8,41326,0,8
1,1,307,2,5,2,2,2,1,2,1,1,0,41326,0,3
1,1,307,1,1,2,2,2,2,3,1,1,0,41327,0,1
2,2,292,1,2,2,2,2,3,2,1,1,20,41326,0,3
2,2,266,2,3,2,2,2,2,2,1,1,0,41326,0,5
1,12,307,1,1,2,1,1,1,2,1,1,250,41326,0,3
1,1,307,1,1,2,2,2,2,2,1,1,0,41327,0,1
2,4,247,2,1,1,2,2,2,2,1,3,0,41330,0,3
1,3,307,2,1,2,1,2,1,2,1,1,90,41326,0,1
2,12,265,1,3,2,2,1,1,1,1,1,0,41401,0,5
2,2,265,2,1,2,2,2,2,3,1,1,0,41326,0,4
1,1,307,1,2,2,1,2,2,2,1,2,0,41401,0,1
1,2,307,1,2,2,2,1,1,2,1,1,0,41326,0,4
2,10,266,2,1,2,1,2,1,2,1,1,0,41326,0,1
2,12,285,1,1,2,2,1,1,2,1,1,0,41330,0,2
1,3,102,2,1,2,2,2,2,2,1,1,0,41401,0,2
1,8,179,2,2,1,1,1,1,3,1,1,0,41326,0,1
2,1,265,1,6,1,2,2,1,2,1,1,0,41401,0,5
1,2,307,2,2,2,1,2,2,2,1,1,0,41326,0,2
1,24,307,2,1,2,1,2,1,3,1,1,0,41327,0,4
2,3,300,2,7,2,2,2,2,2,1,1,0,41327,0,1
2,9,265,1,3,1,2,2,2,2,1,1,0,41401,0,4
2,3,266,1,1,2,1,1,1,2,1,2,200,41326,0,5
1,3,307,1,1,2,2,2,1,2,1,1,0,41326,0,5
1,5,307,1,1,2,1,2,2,2,1,1,0,41401,0,2
1,13,307,1,2,2,2,1,1,2,1,1,0,41326,0,4
1,2,307,2,2,2,1,1,1,3,1,2,100,41326,0,2
1,6,109,1,2,3,2,1,1,2,1,1,0,41326,0,2
1,2,307,3,1,2,1,2,1,2,1,3,0,41401,0,5
2,3,266,1,1,2,1,2,3,2,1,2,0,41401,0,9
1,48,182,2,1,2,1,1,1,1,1,1,0,41326,0,2
2,5,266,2,3,2,1,2,1,2,1,1,0,41401,0,4
1,12,60,2,6,1,1,3,3,3,1,1,0,41401,0,2
1,2,307,2,1,2,1,1,1,2,1,1,0,41326,0,7
1,2,307,2,7,2,1,2,2,2,1,1,20,41327,0,1
1,1,307,2,2,2,1,2,2,2,1,2,0,41401,0,7
2,6,265,1,6,1,2,2,1,2,1,1,0,41326,0,4
1,2,307,2,1,2,1,3,3,2,1,1,0,41326,0,3
1,36,103,1,1,2,1,2,2,2,1,1,0,41326,0,1
1,1,307,3,1,2,2,2,2,2,1,6,0,41326,0,1
1,18,145,1,2,1,2,1,1,1,1,1,0,41326,0,2
1,3,307,2,2,2,1,2,2,3,1,4,0,41332,0,4
2,24,266,2,1,2,1,2,2,2,1,1,0,41401,0,1
1,4,307,2,1,2,1,1,1,1,1,1,0,41401,0,13
1,5,195,1,6,1,1,1,1,2,1,1,0,41401,0,2
1,3,307,1,5,2,2,3,3,2,1,1,0,41326,0,3
2,1,265,3,1,1,2,2,2,2,1,4,0,41326,0,5
2,3,299,2,3,2,1,2,1,2,1,1,0,41326,0,9
1,7,103,1,2,3,2,1,1,2,1,1,0,41326,0,2
1,24,307,3,2,2,1,3,1,3,1,2,0,41401,0,2
2,2,266,2,2,1,1,2,2,2,1,1,0,41401,0,27
1,48,109,1,3,3,3,3,3,3,1,1,0,41326,0,1
1,84,147,1,7,1,2,1,1,2,1,1,0,41336,0,3
1,36,307,1,2,2,1,2,2,1,2,1,0,41326,0,4
1,2,307,2,2,2,1,1,1,2,1,1,0,41326,0,1
2,13,292,2,6,2,1,1,2,2,1,1,0,41326,0,0
1,14,105,2,1,1,2,1,1,2,1,1,150,41326,0,3
2,12,266,1,2,2,1,2,1,1,1,1,0,41401,0,5
2,3,272,2,1,2,2,2,1,2,1,1,50,41326,0,5
2,3,265,2,1,1,2,3,3,3,1,1,0,41326,0,2
2,3,266,2,1,1,1,1,1,2,1,1,0,41335,0,5
2,12,249,1,6,2,2,3,3,3,1,1,0,41327,0,6
1,96,109,1,3,3,3,1,1,1,1,1,0,41336,0,2
1,2,307,3,1,1,2,1,1,3,1,2,0,41326,0,5
2,1,292,2,2,1,1,2,1,2,1,1,160,41326,0,5
2,3,285,1,7,1,2,2,2,2,1,1,0,41401,0,0
2,12,285,2,1,1,2,1,1,1,1,1,0,41332,0,5
1,6,307,2,7,2,1,1,1,2,1,1,0,41336,0,4
2,2,266,2,1,1,1,2,2,2,1,1,0,41326,0,4
2,15,266,2,1,3,1,3,3,3,1,1,0,41401,0,5
2,7,266,1,1,2,1,1,1,1,1,1,0,41326,0,1
1,15,60,1,1,1,2,1,1,2,1,1,200,41326,0,3
1,1,307,2,1,2,1,2,2,2,1,4,0,41330,0,5
2,3,266,1,1,1,1,1,1,2,1,2,30,41401,0,1
1,1,307,2,2,1,1,2,2,2,1,6,0,41330,0,10
2,2,266,1,3,2,2,2,1,2,1,1,0,41335,0,5
1,1,307,2,1,2,1,1,1,2,1,1,0,41326,0,4
1,2,307,2,2,2,2,1,1,2,1,2,0,41327,0,0
2,1,303,2,1,1,2,2,2,2,1,1,0,41326,1,2
2,5,266,1,1,2,2,2,2,2,1,1,0,41401,0,5
1,2,307,2,1,2,1,2,2,2,1,2,0,41327,0,4
2,4,299,1,1,2,1,1,1,3,1,1,0,41326,0,3
1,2,307,2,2,2,1,2,2,2,1,1,20,41327,0,1
1,2,307,2,1,2,1,2,2,2,1,1,20,41327,0,1
1,84,179,1,2,1,3,1,1,2,2,1,0,41327,0,2
1,2,307,2,2,2,1,2,2,2,1,1,0,41326,0,3
2,12,266,1,2,2,1,1,1,1,1,1,0,41401,0,3
1,2,307,1,5,2,1,1,1,2,1,1,0,41401,0,3
1,14,307,2,1,2,1,1,1,1,1,1,0,41401,1,2
2,10,266,2,1,1,1,1,1,2,1,1,50,41401,0,1
1,65,182,2,5,1,1,1,1,1,1,1,0,41401,0,1
1,24,307,2,1,2,2,1,1,1,1,1,100,41326,0,2
1,6,188,2,3,2,1,1,1,1,1,1,0,41401,0,6
1,1,307,2,2,2,1,2,1,2,1,1,0,41326,0,19
1,2,307,2,1,2,2,3,3,1,1,1,0,41401,0,5
1,4,141,3,5,2,2,2,2,2,1,8,150,41326,0,8
1,24,307,1,5,2,2,3,3,3,2,1,0,41326,0,2
2,2,254,2,1,2,1,2,1,2,1,1,0,41326,0,12
1,3,307,1,1,2,1,2,1,2,1,1,0,41326,0,5
1,4,307,2,7,1,1,2,2,2,1,1,0,41326,0,1
2,2,266,2,1,1,1,2,1,2,1,1,0,41401,0,7
2,3,266,2,1,2,1,2,1,2,1,1,0,41326,0,4
2,2,266,1,1,1,1,2,1,2,1,1,0,41326,0,2
2,24,266,2,5,1,1,3,3,3,1,1,0,41327,0,2
2,3,266,3,5,1,2,2,2,2,1,5,0,41401,0,1
1,1,307,2,2,2,1,2,1,2,1,1,0,41326,0,1
2,6,265,3,1,2,1,1,1,1,1,2,0,41401,0,4
2,2,265,2,6,2,2,2,2,2,1,1,1,41326,0,2
2,4,265,1,3,1,2,2,2,2,1,2,0,41401,0,4
1,36,231,2,7,1,3,3,3,1,1,1,200,41336,0,3
1,12,307,3,2,2,2,3,3,3,1,4,0,41401,0,5
1,12,307,1,1,2,2,1,1,3,1,1,0,41401,0,2
2,24,266,2,4,2,1,1,1,1,1,1,0,41401,0,3
1,2,307,1,5,2,1,1,1,2,1,1,0,41401,0,3
1,4,20,1,1,2,1,1,1,2,1,1,600,41326,0,1
2,1,266,2,1,1,1,2,1,2,1,1,0,41326,0,2
1,72,178,1,2,1,3,1,1,2,1,1,300,41401,0,5
1,11,307,1,2,2,1,1,1,1,1,1,150,41326,0,3
1,2,307,2,1,2,1,2,1,2,1,1,0,41401,0,1
2,1,266,2,1,1,1,2,1,2,2,6,0,41326,1,2
2,2,266,3,1,1,1,2,1,2,1,5,0,41326,0,14
2,3,266,2,1,2,1,2,1,2,1,1,0,41326,0,2
1,108,69,1,2,1,3,1,1,1,1,1,0,41330,0,3
2,12,266,1,6,1,1,1,1,1,1,1,0,41326,0,2
1,3,307,3,1,2,1,2,1,2,1,3,0,41401,0,3
1,1,39,2,1,2,2,2,2,2,1,1,200,41335,0,5
1,2,179,2,2,1,1,2,2,2,1,1,500,41326,0,2
2,1,265,2,1,2,2,2,2,2,1,1,0,41327,0,3
1,60,20,1,1,2,2,2,1,2,2,1,0,41401,0,5
1,120,205,3,2,1,2,1,1,1,1,2,0,41401,0,1
1,2,307,2,2,2,2,1,1,2,1,1,0,41326,0,4
1,60,307,1,3,2,2,1,1,1,1,1,0,41326,1,4
2,1,266,3,1,2,2,2,2,2,1,4,0,41336,0,0
2,12,303,2,2,2,1,2,2,1,1,1,0,41326,0,3
1,3,307,2,1,2,1,2,2,2,1,1,0,41401,0,3
2,3,265,2,2,1,2,2,2,2,1,1,0,41326,0,1
2,3,264,3,1,1,3,2,2,2,1,3,200,41326,0,1
1,12,117,2,2,2,1,2,1,1,1,1,0,41326,0,3
1,1,307,1,1,2,1,2,2,2,1,1,0,41326,0,1
1,4,307,2,1,2,2,1,1,2,1,4,0,41330,0,4
1,48,179,2,2,1,2,3,1,1,1,1,300,41326,0,3
2,5,299,1,3,2,2,2,2,2,1,1,0,41401,0,3
1,1,76,2,1,2,1,1,1,1,1,1,0,41326,0,27
1,27,307,2,2,2,2,2,2,2,1,1,0,41326,0,3
1,24,307,2,1,2,1,1,1,1,1,1,0,41326,0,5
2,2,266,3,1,2,1,2,2,2,1,4,0,41326,0,3
2,4,266,2,1,1,1,2,2,2,1,2,0,41401,0,2
1,48,147,2,7,1,3,1,1,2,1,1,300,41336,0,2
2,8,266,2,6,2,1,3,3,3,1,1,0,41401,0,5
2,1,266,3,1,2,1,2,2,2,1,4,50,41326,1,7
2,3,247,3,2,1,2,2,1,2,1,3,0,41330,0,3
2,3,285,1,7,2,3,2,1,2,1,1,700,41326,0,3
1,60,195,1,6,2,1,2,1,2,1,1,0,41401,0,1
1,1,307,1,1,3,2,1,1,2,1,1,0,41326,0,3
1,8,189,2,1,3,3,1,1,2,1,1,1000,41326,0,2
2,12,266,2,3,2,1,1,1,1,1,1,250,41327,0,3
2,6,266,2,2,2,1,2,1,2,1,1,0,41326,0,8
1,6,307,1,1,2,1,2,1,2,1,1,0,41330,0,1
1,12,307,1,5,2,2,1,1,2,1,1,0,41326,0,1
1,1,307,2,2,2,1,2,1,2,1,1,0,41326,0,1
